geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
RP24-150F7.2	1	1	0
Cs	81	47	34
Poglut1	33	15	18
Gsto1	109	106	3
Gsto2	1	0	1
Rab27a	2	0	2
AC113299.3	2	1	1
Ube2g2	11	0	11
Ube2g1	120	87	33
Rab27b	4	3	1
Cic	49	0	49
Sdad1	34	9	25
RP24-370B22.3	5	5	0
Orai3	5	5	0
Orai1	12	9	3
RP24-416M6.1	4	4	0
Rps12-ps3	1449	1449	0
Orai2	13	5	8
RP24-374B14.6	1	1	0
Chl1	105	8	97
F2	5	0	5
F3	3	1	2
Pdzph1	1	0	1
AC126938.1	59	0	59
Rps12-ps9	67	67	0
Cit	22	2	20
Gstp1	488	448	40
Pnpo	7	5	2
Chka	74	33	41
Gm5453	60	60	0
Chml	2	0	2
Rpl13	4690	4313	377
Rpl14	2714	2586	128
Kcnb2	15	0	15
Rpl15	683	627	56
Kcnb1	13	1	12
Rpl17	101	55	46
Rpl18	1616	1268	348
Rpl19	1	0	1
Scaper	83	1	82
Akirin1	89	73	16
Akirin2	317	223	94
RP23-211O3.4	4	4	0
Rpl10	207	187	20
Rpl11	2512	2371	141
Rpl12	180	118	62
AC109152.2	12	5	7
RP24-166B2.5	1	1	0
Ckb	1009	859	150
Gm6793	4	4	0
RP23-233B6.2	41	0	41
Chn1	79	33	46
Chn2	19	9	10
Kcnc3	25	3	22
RP24-230J14.1	1	1	0
Kcnc2	1	0	1
Mitd1	17	11	6
RP24-230J14.2	2	0	2
Kcnc1	47	30	17
Supt16	99	3	96
RP24-230J14.7	5	0	5
RP24-230J14.8	2	2	0
RP24-195I15.7	2	2	0
RP23-116G17.4	115	115	0
RP23-407B23.1	1	0	1
Abi2	72	6	66
Abi1	36	16	20
Ensa	65	43	22
Ube2j2	154	111	43
Ube2j1	45	26	19
Leng1	29	24	5
Gk	6	2	4
Clasp1	176	3	173
Clasp2	9	0	9
Kcnh8	7	0	7
Kcnh7	30	0	30
RP23-147I23.2	30	30	0
Kcnh5	3	0	3
AC115920.2	2	2	0
Clu	37	18	19
Kcnh4	3	0	3
RP23-147I23.4	13	13	0
Kcnh3	3	0	3
Kcnh2	5	1	4
Pias3	11	5	6
Pias4	66	39	27
Melk	30	15	15
Lrtm1	4	0	4
Lrtm2	2	0	2
Chpf	20	10	10
Hc	1	0	1
RP24-428N8.5	7	7	0
Pias1	29	9	20
RP23-269O24.5	6	0	6
Pias2	42	4	38
Men1	48	28	20
Chp1	39	16	23
Nsmce4a	161	133	28
Hr	1	0	1
Ubiad1	4	0	4
Rnf41	58	24	34
Kcnj3	6	3	3
Rnf40	15	4	11
Kcnj2	1	0	1
Dgat2	11	5	6
Dgat1	23	8	15
Leng8	39	2	37
Gstt2	2	1	1
Leng9	12	12	0
RP23-7M16.1	3	3	0
Nhp2	182	180	2
Gstt1	8	4	4
Rnf44	26	0	26
Ik	140	41	99
Eny2	305	261	44
Cnp	20	17	3
Dmtf1	63	26	37
Ube2v2	191	154	37
Sdr39u1	26	13	13
Fam32a	150	111	39
Kcnf1	3	3	0
RP24-78F21.3	12	12	0
Chrd	4	2	2
RP24-78F21.4	5	4	1
Tiparp	33	10	23
Abl2	20	0	20
RP24-186G5.3	3	3	0
Abl1	20	3	17
RP24-186G5.2	59	59	0
RP24-186G5.1	24	24	0
Npas4	10	1	9
Npas3	22	1	21
Npas2	1	0	1
Npas1	5	4	1
RP24-477O8.4	1	0	1
Kcng2	3	0	3
Kcng1	4	1	3
RP23-3M10.5	2	2	0
RP23-3M10.7	4	0	4
Ntng1	23	0	23
P4ha1	22	6	16
Supt4a	222	211	11
P4ha2	3	0	3
Ireb2	29	0	29
P4ha3	1	1	0
Cpd	5	1	4
Cpe	198	147	51
RP23-163K5.1	2	2	0
AC115800.2	2	0	2
Cr2	1	0	1
Pde10a	74	38	36
Cpq	1	0	1
Rnf17	2	0	2
Drap1	203	185	18
RP24-327I4.8	2	2	0
Clasrp	41	8	33
Bcat1	46	10	36
Ky	3	0	3
Bcat2	6	3	3
Bcas3	5	0	5
Cep83os	2	0	2
Rnf14	91	35	56
Rnf13	31	9	22
Rnf11	103	79	24
Rnf10	273	115	158
Gm21863	1	1	0
Ube2q2	25	7	18
Ube2q1	37	10	27
RP23-360H6.2	3	3	0
RP23-378I13.4	118	118	0
Scn2a1	54	1	53
Pianp	33	13	20
Bloc1s6os	2	0	2
Kcnn3	5	0	5
Kcnn2	56	27	29
Kcnn1	7	1	6
Crk	55	24	31
Gstz1	27	17	10
Wbp2	173	110	63
Rnf207	1	0	1
Puf60	203	140	63
Ube2r2	154	80	74
Wbp1	174	128	46
Wbp4	192	6	186
Rnf39	1	0	1
RP23-144H18.2	2	0	2
Spdl1	4	1	3
Kcnj9	1	0	1
Kcnj6	1	1	0
AC142101.2	2	2	0
Kcnj5	1	0	1
Bcar1	44	8	36
Kcnj4	1	0	1
Kcnk4	1	0	1
Kcnk3	1	0	1
Alas1	22	17	5
Kcnk2	172	6	166
Alas2	42	33	9
Kcnk1	19	16	3
Rnf38	35	2	33
Rnf208	66	47	19
Csk	107	48	59
Supt7l	37	10	27
Rnf34	63	48	15
RP23-71M14.1	1	1	0
Rnf32	11	4	7
Rnf31	1	0	1
Rpl7a	1093	964	129
Ptar1	3	2	1
Pde11a	1	0	1
Dram1	1	0	1
Dram2	36	13	23
Kcnk9	2	0	2
Kcnk7	3	0	3
Rabgap1l	68	3	65
Bcas1	3	0	3
Bcas2	345	303	42
Kcnk5	1	0	1
Bcar3	3	2	1
RP24-568N16.1	2	2	0
Cth	2	2	0
Gpkow	12	3	9
Rnf26	2	0	2
Rnf25	20	11	9
Chuk	62	23	39
Rnf24	13	6	7
Rnf20	95	20	75
Bet1	39	37	2
Rnf103	21	8	13
Tmem69	2	0	2
Tmem67	15	2	13
Tmem68	32	13	19
AC131122.2	1	0	1
Tmem65	50	13	37
RP23-334M3.7	1	1	0
RP23-464P12.1	2	0	2
Tunar	4	4	0
Spdya	2	0	2
Kcnq5	4	0	4
Kcnq4	8	0	8
Kcnq3	42	0	42
Tmem74	6	3	3
Kcnq2	43	4	39
Zbtb1	11	6	5
Tmem70	84	70	14
Ndufa4l2	2	0	2
Zbtb4	14	2	12
Zbtb5	30	7	23
Zbtb2	19	9	10
Zbtb3	4	2	2
Abt1	44	37	7
Cfdp1	257	206	51
Tmem79	1	0	1
Vps13a	14	0	14
Vps13b	5	0	5
Vps13c	7	0	7
Vps13d	20	1	19
RP24-70M22.1	5	0	5
Qk	109	4	105
Guf1	73	27	46
Mest	89	43	46
Tmem80	52	36	16
Bex4	282	251	31
Rnf126	96	52	44
Rnf123	16	1	15
Mrnip	45	27	18
Bex2	815	739	76
Bex1	314	287	27
Ninj1	17	17	0
RP24-247A21.1	1	1	0
Tmem88	2	0	2
Rnf128	1	0	1
RP24-392J24.4	8	0	8
Itm2c	61	51	10
Itm2b	563	523	40
Itm2a	9	8	1
Rnf121	29	20	9
Rnf122	16	7	9
RP23-387C21.7	25	25	0
RP23-296I6.4	7	7	0
RP23-296I6.5	17	17	0
RP23-264J18.1	4	4	0
RP23-296I6.7	1	1	0
RP23-264J18.3	142	142	0
RP23-264J18.4	2	1	1
Tmem97	37	32	5
Tcirg1	1	0	1
Tmem94	8	0	8
Adarb1	18	2	16
RP23-296I6.8	7	7	0
Adarb2	5	0	5
Tmem91	5	3	2
Rnf114	75	50	25
Rnf115	43	33	10
Rnf112	6	0	6
Zbtb6	13	8	5
RP23-343F17.1	2	0	2
RP23-56A7.3	7	7	0
RP23-442I7.1	5	0	5
Tmem98	8	5	3
Kcne1l	37	37	0
RP23-216P14.8	233	168	65
Tmem8b	65	0	65
Rnf111	25	0	25
Gpm6b	359	221	138
Gpm6a	453	187	266
Rab10os	30	17	13
Gng12	18	12	6
Gng13	1	1	0
Tmem28	3	0	3
Tmem25	3	1	2
Rnf145	38	17	21
Rnf146	71	52	19
Rnf149	3	0	3
RP23-345O17.5	5	1	4
RP24-540A17.2	2	0	2
Ola1	182	112	70
Rnf141	16	5	11
Tmem29	46	36	10
Fkbp2	123	95	28
Guk1	189	169	20
RP24-345D17.2	1	1	0
RP24-345D17.1	3	0	3
Ssna1	174	163	11
Kcnu1	6	0	6
Rnf135	1	0	1
Tmem35	128	84	44
Mir1192	1	1	0
Rnf138	97	2	95
Tmem33	73	53	20
Rnf139	6	0	6
Soat1	8	2	6
Fkbp7	10	3	7
Fkbp8	359	215	144
Fkbp9	11	4	7
Fkbp3	679	453	226
Fkbp4	551	425	126
Rnf130	24	8	16
Fkbp5	21	3	18
Fkbp6	1	0	1
RP23-21B19.9	8	8	0
Poc5	22	11	11
Frg1	96	46	50
Mir1195	3	3	0
Adrbk1	21	3	18
Tmem42	2	0	2
Ubxn2b	61	19	42
Adrbk2	28	7	21
RP24-266P6.9	1	1	0
Ubxn2a	57	32	25
Kcnv1	3	3	0
Mir1198	2	2	0
Rnf169	10	0	10
Klhl8	21	14	7
Klhl7	113	72	41
Rnf167	53	19	34
Tmem47	24	17	7
Rnf168	39	4	35
Klhl5	37	3	34
AC157774.6	238	219	19
Tmem43	22	10	12
Tmem44	86	18	68
Klhl9	56	56	0
Pisd-ps1	24	0	24
Pisd-ps2	1	0	1
Rnf165	218	84	134
Rnf166	31	19	12
Fkbpl	16	15	1
Tmem53	3	2	1
Kcns2	1	0	1
Tmem51	1	1	0
Zc3h12c	7	0	7
Kcns1	1	0	1
Zc3h12b	2	1	1
Tfap4	19	11	8
Klhl4	1	0	1
RP24-251F16.4	225	200	25
Klhl3	3	0	3
Klhl2	14	6	8
Tmem59	250	212	38
Rnf157	43	6	37
Tmem56	4	0	4
Tmem57	198	84	114
RP24-325P4.5	8	8	0
RP23-245M18.4	35	35	0
Rnf150	7	0	7
RP23-114H2.1	2	2	0
Rnf152	19	0	19
Fam35a	3	1	2
Dlc1	4	0	4
Tmem64	9	1	8
RP24-372O13.2	2	0	2
Tmem62	6	3	3
Dlat	55	31	24
Kcnt1	1	1	0
Tmem60	91	65	26
Aldh1a1	1	0	1
RP23-292F19.2	2	0	2
Aldh1a3	2	0	2
RP24-385J11.1	8	8	0
Rnf181	55	30	25
Rnf182	86	66	20
Rnf187	542	473	69
Brms1	51	36	15
Rnf185	24	12	12
RP23-191G17.4	2	2	0
Rpl14-ps1	160	160	0
RP24-324P21.9	105	90	15
Eogt	1	0	1
Htra2	30	18	12
Htra1	5	3	2
Dhdds	36	19	17
RP23-372H6.11	2	0	2
RP23-303C8.6	2	0	2
Exoc3	94	18	76
Exoc4	75	12	63
Txndc5	13	12	1
Rnf170	3	0	3
Exoc5	85	20	65
Exoc6	3	1	2
Pibf1	16	1	15
RP23-403P24.6	1	1	0
RP23-403P24.5	7	7	0
Exoc1	53	20	33
Exoc2	16	1	15
RP23-403P24.7	1	1	0
RP23-403P24.1	8	8	0
Exoc7	63	36	27
Pam16	191	176	15
Cib1	27	23	4
Rnf180	5	0	5
Exoc8	11	11	0
Txndc9	220	189	31
Cib2	73	65	8
Ube2d3	420	309	111
Ube2d1	247	175	72
Pofut1	29	9	20
Pofut2	33	21	12
RP23-125A12.2	11	11	0
Rnf19a	2	2	0
Stambp	48	8	40
Nid1	1	1	0
Lman2l	84	12	72
Ube2e3	389	314	75
Ube2e2	54	4	50
WI1-817D1.2	1	1	0
Ube2e1	235	194	41
Rnf19b	22	7	15
Snap91	36	0	36
Tmem17	22	21	1
Armc10	66	29	37
RP24-499H13.4	1	1	0
Pogk	47	3	44
Tmem11	98	77	21
Ccdc102a	3	3	0
Tmem18	12	8	4
Tmem19	23	9	14
RP23-62O13.7	1	1	0
Cyp46a1	5	3	2
Dlg1	19	0	19
Dap	37	31	6
Dlg2	24	1	23
Pogz	53	4	49
Dlg3	7	0	7
Dlg4	69	8	61
RP23-281H4.12	1	0	1
RP23-222O23.2	1	1	0
Dlg5	20	0	20
Slc6a20b	1	0	1
RP23-437A9.3	1	0	1
Gfod1	1	0	1
Gfod2	80	60	20
Cdk5rap2	26	0	26
Cdk5rap3	70	21	49
Dbi	1511	1492	19
Bfar	25	0	25
RP23-151M8.1	32	32	0
Cdk5rap1	8	5	3
Dbp	14	11	3
Dbt	29	4	25
Dapp1	1	1	0
Resp18	2	2	0
Dcc	10	0	10
Mybl2	12	3	9
Dck	44	12	32
RP23-99O13.6	1	1	0
Dcn	6	4	2
Mybl1	1	0	1
RP23-280J3.2	1	0	1
Dcx	345	20	325
Scarna2	1	1	0
Olfr1033	1	0	1
Polq	1	0	1
Ddc	1	0	1
Pon2	21	4	17
Nifk	87	70	17
Polm	2	0	2
Rgs20	13	2	11
Rgs22	1	0	1
Dll1	5	1	4
Ssx2ip	22	11	11
Dll3	37	21	16
Rgs17	25	13	12
Dll4	1	0	1
Rgs19	45	26	19
Pomc	12	0	12
Rgs13	4	3	1
AC157667.1	23	0	23
Rgs16	16	13	3
RP23-87D8.2	8	8	0
Golim4	54	8	46
Pomk	12	4	8
RP23-87D8.4	5	5	0
Aldh1b1	18	13	5
RP23-202N14.2	1	1	0
RP23-243G3.3	1	0	1
Rgs10	8	6	2
Pmp22	21	16	5
Rgs11	1	0	1
Rgs12	44	2	42
RP23-379L10.1	3	3	0
Dek	347	53	294
Dlk1	18	11	7
Lca5	13	4	9
Dlk2	7	1	6
Polb	127	67	60
Polk	5	0	5
Poll	13	5	8
Poli	6	2	4
Polg	33	3	30
RP24-225I21.2	2	2	0
Polh	1	0	1
Pole	10	1	9
Gusb	5	4	1
Pop7	108	83	25
Snrnp200	46	0	46
Pop5	80	7	73
RP24-553B2.1	1	0	1
RP24-217L12.2	2	2	0
Pop4	108	89	19
Pop1	28	1	27
RP23-71G16.1	1	1	0
RP23-71G16.3	1	1	0
RP23-71G16.2	5	0	5
RP24-358B4.1	1	1	0
RP23-71G16.7	1	0	1
RP23-263D11.1	2	2	0
Mir3962	1	1	0
Apool	35	24	11
RP23-239P22.2	497	497	0
Pomp	524	495	29
Hecw1	69	0	69
Hecw2	8	1	7
RP23-147P2.4	3	3	0
Frs2	8	1	7
RP23-306B14.2	8	8	0
Accs	14	1	13
RP23-128L22.2	2	1	1
Sgip1	72	23	49
RP23-310B17.2	3	3	0
Trappc2l	189	176	13
Tulp3	24	12	12
Tulp4	121	31	90
Tulp1	1	0	1
H2-D1	22	13	9
RP23-372H6.7	6	6	0
Rdh11	18	7	11
Nipal2	2	0	2
Rdh12	1	1	0
RP23-128C4.4	3	3	0
Dhh	1	0	1
Rdh10	5	2	3
RP23-127M7.1	7	2	5
Rdh13	4	0	4
Rdh14	29	29	0
Trappc10	19	0	19
Rab33b	27	14	13
Rab33a	93	85	8
RP23-105P9.3	1	0	1
Alcam	35	5	30
RP24-374G16.3	2	1	1
RP23-180A14.5	2	0	2
RP24-388A6.2	1	1	0
Trappc12	30	12	18
Trappc11	14	2	12
Oscp1	25	16	9
Trappc13	74	27	47
RP23-284E19.10	1	1	0
RP23-238C13.2	6	6	0
RP23-238C13.3	8	8	0
Unc119b	17	8	9
Atcayos	2	0	2
RP23-230F2.8	2	0	2
Plin3	3	3	0
Heatr4	1	0	1
Ep400	75	0	75
Plin2	35	27	8
Heatr3	31	12	19
Heatr6	69	1	68
Heatr1	7	0	7
Rab39b	32	26	6
Ache	3	1	2
Trappc6b	119	107	12
Trappc6a	51	40	11
Tars2	17	5	12
Paip1	29	2	27
Paip2	357	306	51
Mocs3	21	21	0
Mocs2	130	92	38
Dld	57	45	12
RP24-576O9.2	16	0	16
Nip7	88	70	18
Enpp2	1	0	1
Enpp4	6	1	5
Enpp5	24	6	18
RP24-576O9.5	3	0	3
Mocs1	4	0	4
Mfn1	23	8	15
RP23-199A2.7	4	0	4
RP23-388P2.4	11	0	11
Cipc	28	11	17
Ston1	1	1	0
Mfn2	24	6	18
Ston2	1	0	1
Dmd	18	6	12
Fryl	47	1	46
Etaa1	21	2	19
F10	1	0	1
Ngfrap1	782	757	25
Cinp	22	17	5
RP23-236D19.3	1	1	0
Hipk4	1	0	1
Srebf2	45	0	45
Akap17b	8	0	8
Fastkd2	21	12	9
Fastkd1	8	1	7
Fastkd3	11	2	9
Ninl	15	3	12
Hipk1	24	1	23
Hipk2	44	1	43
Hipk3	1	0	1
Srebf1	6	1	5
AC119806.2	3	0	3
RP24-535O17.5	11	11	0
H2-K1	1	1	0
RP23-363M4.1	1	0	1
Kcmf1	34	18	16
Pcyt1b	24	0	24
Pcyt1a	23	10	13
Mfng	51	23	28
Chmp2a	234	203	31
Chmp2b	36	28	8
Lemd2	21	7	14
Lemd3	4	0	4
Lemd1	11	7	4
Cir1	95	15	80
RP24-571N3.1	2	2	0
Dlst	69	34	35
RP23-468M24.4	4	4	0
Frzb	5	2	3
AC123679.2	20	3	17
RP23-124G7.3	2	0	2
Dlx1	165	97	68
Dlx2	171	144	27
Dr1	27	20	7
Ubox5	3	0	3
H2-M5	5	0	5
Dlx5	104	79	25
Dlx6	17	4	13
F2r	22	15	7
Gatsl2	50	2	48
Fam20b	20	2	18
RP23-13A15.8	4	4	0
Fam20c	56	16	40
Acly	75	19	56
Snapin	62	54	8
RP23-97L11.1	1	0	1
RP24-137O21.1	1	1	0
RP23-159L13.1	1	0	1
RP24-70H20.2	1	1	0
RP24-342C2.1	2	2	0
Rpl7l1	133	113	20
Ubxn11	1	1	0
Ubxn10	2	2	0
Eid2b	55	55	0
Drd	2	0	2
RP23-118L13.2	1	0	1
Trp53bp1	61	11	50
Chmp1b	63	0	63
B130006D01Rik	6	6	0
Chmp1a	122	100	22
Aco2	185	118	67
Cish	12	2	10
Aco1	24	10	14
Nit2	31	28	3
Nit1	38	19	19
Sybu	42	15	27
Trp53bp2	16	0	16
Stox2	88	6	82
Gm7936	4	4	0
Dnase1	2	0	2
Stox1	2	0	2
Arhgef15	8	1	7
Hdac3	122	89	33
Hdac2	562	316	246
RP23-317F9.2	7	0	7
Arhgef17	14	0	14
Hdac5	31	0	31
Hdac4	27	0	27
Arhgef11	7	0	7
Arhgef10	1	0	1
Hdac1	112	52	60
Acp6	12	9	3
Arhgef12	45	0	45
Dse	2	0	2
Ggps1	18	7	11
RP23-144D10.4	1	0	1
Htr2c	1	0	1
Acp2	34	3	31
Arhgef19	2	0	2
Acp1	185	160	25
Hdac7	23	1	22
Arhgef18	5	0	5
Hdac6	21	4	17
Lcor	34	4	30
Hdac9	5	0	5
Hdac8	20	13	7
AC127419.2	4	4	0
RP24-340K5.2	2	2	0
Dst	79	0	79
RP23-353L10.2	3	3	0
Arhgef26	33	3	30
Arhgef25	34	17	17
RP23-287M3.3	1	1	0
Arhgef28	8	0	8
Primpol	9	2	7
RP23-322M5.2	1	0	1
Syf2	83	71	12
RP24-366L10.2	1	0	1
RP24-366L10.4	7	7	0
Htr1a	1	1	0
RP24-366L10.3	4	4	0
Dtl	56	2	54
Taldo1	400	364	36
H2-Q7	1	1	0
H2-Q4	1	1	0
Cebpg	119	86	33
Cebpd	12	0	12
Slco1c1	27	11	16
Cebpb	2	2	0
Cebpa	2	0	2
Arhgef37	1	0	1
Arhgef39	15	5	10
Chmp4b	89	69	20
Fsbp	3	0	3
Fsd1	98	57	41
Ciz1	59	1	58
RP23-242B14.1	1	1	0
Asxl1	44	2	42
Dut	276	256	20
Asxl2	27	0	27
Asxl3	40	0	40
Arhgef40	17	1	16
F8a	23	23	0
Frmpd1	1	0	1
Frmpd2	3	0	3
Frmpd3	5	0	5
Mgme1	16	8	8
Cebpz	101	4	97
Pabpc1l2b-ps	1	1	0
Htr3a	41	14	27
Gal3st3	10	7	3
AC126676.1	1	0	1
Rnf223	2	2	0
Vps26a	66	51	15
Vps26b	57	29	28
Cntnap5c	5	0	5
Pafah1b3	593	540	53
Cntnap5a	2	0	2
Pafah1b2	228	161	67
Cntnap5b	2	0	2
Pafah1b1	236	49	187
Rnf220	51	3	48
Twsg1	13	3	10
Pex26	10	2	8
Megf6	3	0	3
RP23-50F12.1	2	0	2
Tm2d1	89	74	15
Tm2d2	164	154	10
RP23-389F23.3	9	0	9
Epc1	76	5	71
Tm2d3	79	68	11
Epc2	57	0	57
Rnf213	1	0	1
Rnf214	80	1	79
Rnf217	7	3	4
Rnf215	51	21	30
RP23-177C20.5	846	846	0
Rnf216	31	3	28
Zfp518b	13	4	9
Alg10b	19	0	19
Zfp518a	3	0	3
Actb	5691	4671	1020
Stpg1	1	0	1
RP23-35E7.5	2	0	2
Ppa1	330	281	49
Ppa2	75	55	20
Apoa2	1	0	1
Rnf219	73	1	72
Fau-ps1	3	0	3
Dxo	58	23	35
Abcc10	3	1	2
Snapc5	115	111	4
Snapc3	79	56	23
RP23-48P22.4	3	3	0
Tfb2m	52	21	31
Snapc4	8	2	6
Snapc1	4	0	4
Snapc2	46	31	15
Oma1	26	2	24
Cggbp1	97	27	70
G2e3	36	5	31
Dym	16	3	13
Hmgxb4	47	12	35
RP24-464A7.1	2	2	0
Hmgxb3	4	0	4
Ppan	57	30	27
RP23-248E1.5	3	3	0
Hykk	2	0	2
RP24-571H12.4	1	0	1
Ppat	13	9	4
D3Ertd751e	13	3	10
Retsat	1	0	1
RP23-255N20.2	7	7	0
Acy1	13	4	9
Susd4	6	2	4
Susd6	7	2	5
Evi5l	40	8	32
Epg5	1	0	1
Crhr2	1	0	1
Amer3	13	7	6
Crhr1	4	2	2
Amer2	198	0	198
Amer1	47	37	10
Diaph2	16	0	16
C1qtnf6	3	2	1
Diaph3	17	1	16
Obsl1	8	0	8
Diaph1	43	0	43
Tfb1m	3	0	3
C1qtnf1	2	2	0
C1qtnf4	174	108	66
Syn3	6	3	3
Syn2	43	27	16
RP23-297K24.1	26	11	15
Syn1	42	18	24
Ppcs	18	13	5
Dmc1	1	1	0
RP24-127D13.3	5	0	5
Fads2	10	9	1
Sertad2	61	22	39
Fads3	14	5	9
Sertad1	2	2	0
Fads6	2	0	2
Gsta4	7	7	0
Sertad4	17	2	15
Sertad3	7	7	0
RP23-89M15.12	3	0	3
Fads1	55	13	42
RP24-380G7.1	16	15	1
Mtss1	145	1	144
RP23-348K12.5	1	0	1
Spcs3	24	15	9
RP24-541L1.3	1	1	0
Spcs1	233	224	9
Synm	2	1	1
Spcs2	219	200	19
Ppargc1a	7	0	7
Sipa1	3	0	3
Prune2	2	0	2
Nupl1	1	0	1
Nupl2	11	10	1
Megf8	17	0	17
Il17d	7	2	5
Megf9	22	5	17
Pex14	43	34	9
Pex13	57	50	7
Pex12	15	9	6
Lrsam1	8	0	8
Pex10	18	9	9
Pex19	101	58	43
Pex16	40	24	16
Ndufaf7	43	23	20
Ndufaf6	32	12	20
Angptl6	38	0	38
Ndufaf5	30	22	8
Sys1	3	0	3
Ndufaf4	80	64	16
Tasp1	8	1	7
Angptl4	2	1	1
Ndufaf3	112	97	15
Ndufaf2	122	106	16
Angptl2	6	2	4
Ndufaf1	20	12	8
Ppig	269	47	222
Csgalnact1	4	1	3
RP23-447P16.3	2	0	2
Rogdi	62	46	16
Ppih	93	83	10
Ppie	65	51	14
Ppif	23	12	11
Ppic	9	6	3
Ppid	133	106	27
Ppia	1396	1351	45
Ppib	375	359	16
Csgalnact2	6	3	3
Sypl	28	18	10
Myadm	5	0	5
Adcy10	3	0	3
Mgam	1	0	1
Ntmt1	134	112	22
Ebp	27	21	6
Arfgef2	2	0	2
Pnpt1	13	3	10
Arfgef1	29	0	29
RP23-436E24.2	1	1	0
Pxmp4	10	3	7
Gstcd	5	2	3
Pxmp2	11	9	2
RP24-547N4.7	10	10	0
RP24-547N4.5	88	88	0
RP23-340N6.1	2	2	0
Igf2r	7	0	7
Syt5	79	4	75
Syt4	253	108	145
Syt3	11	2	9
Syt2	1	0	1
Syt1	88	31	57
Ecd	43	24	19
Arfgef3	6	0	6
Syt9	4	2	2
Syt7	27	0	27
Syt6	9	0	9
Sft2d3	35	35	0
AC116151.1	23	11	12
Igf1r	72	2	70
Ldb1	72	9	63
Eda	1	0	1
Hist2h4	5	5	0
Ldb2	57	20	37
2310039H08Rik	80	80	0
Ldb3	1	0	1
Pex5l	3	0	3
RP23-283E4.1	3	1	2
RP23-23P9.5	1	0	1
RP23-177L19.1	1	0	1
Oxsr1	18	7	11
Ldah	41	7	34
RP23-378C15.1	1	1	0
RP23-112E4.7	1	1	0
Eed	36	24	12
Pdss2	5	0	5
Pdss1	15	7	8
Adar	19	0	19
Epn2	59	14	45
Epn1	178	24	154
Adal	28	6	22
Ldlrad4	11	2	9
Ldlrad3	44	2	42
C920021L13Rik	2	0	2
Mphosph9	20	1	19
Mphosph8	184	1	183
Gcn1l1	40	0	40
Mphosph6	34	25	9
RP23-161B9.10	99	96	3
Epop	3	3	0
Add3	18	2	16
Add2	139	41	98
Add1	116	1	115
Efs	42	28	14
Sucla2	66	44	22
RP23-237G11.5	2	0	2
Egf	2	0	2
RP23-399D3.3	1	0	1
RP23-72O23.3	10	10	0
Dmkn	1	0	1
RP23-82B19.2	6	0	6
Tnfaip6	10	10	0
Zfp512b	24	4	20
Shroom3	8	0	8
Shroom2	9	0	9
Shroom1	2	0	2
Tnfaip8	19	16	3
RP23-82B19.4	2	0	2
Tnfaip1	81	59	22
Lactb	28	4	24
Myl12a	78	69	9
BC031181	337	258	79
Myl12b	291	271	20
Hsph1	91	24	67
Phactr1	86	7	79
Phactr2	5	0	5
Phactr3	67	22	45
Phactr4	17	3	14
RP24-269P21.1	1	1	0
Eps8	3	0	3
RP23-6P18.8	14	0	14
Shox2	1	0	1
RP23-6P18.1	3	0	3
RP23-218G9.1	6	0	6
AC026478.1	804	804	0
1700086O06Rik	18	12	6
RP24-555P13.4	4	4	0
Pgrmc1	336	304	32
Pgrmc2	33	14	19
Rps13-ps4	6	6	0
Rps13-ps1	15	15	0
Rps13-ps2	1858	1858	0
Ppox	22	6	16
RP24-79O7.1	1	1	0
Atp5sl	29	12	17
AC102096.1	18	8	10
Hspg2	1	0	1
RP24-555P13.2	2	2	0
Dmpk	1	0	1
Nsmce1	142	87	55
Nsmce3	14	14	0
Nsmce2	104	77	27
Adh5	386	353	33
RP23-320F19.2	3	1	2
Dnmt3a	42	0	42
RP23-330N10.7	1	1	0
RP23-442M18.5	3	3	0
Gm17586	7	1	6
RP23-442M18.4	15	0	15
RP23-442M18.3	21	0	21
RP23-442M18.1	88	0	88
Ept1	37	6	31
Dnmt3b	3	0	3
Eprs	197	36	161
RP23-442M18.6	1	1	0
RP23-370A2.7	1	1	0
Adi1	6	0	6
Ppt2	2	0	2
Ppt1	53	29	24
RP23-370A2.5	1	1	0
Nipbl	146	0	146
Gm6563	98	98	0
Ell	5	0	5
Eln	5	1	4
Pick1	10	0	10
En1	1	0	1
RP23-181I1.4	1	1	0
RP24-219A21.3	1	1	0
Csf2ra	19	0	19
RP23-10B20.2	2	0	2
RP23-214I6.3	2	0	2
Serpina3f	1	0	1
RP23-214I6.2	1	1	0
Ecsit	49	30	19
Emb	3	3	0
RP23-214I6.4	8	8	0
Emd	131	108	23
RP23-10B20.7	1	0	1
Mgll	8	3	5
Ankmy2	35	24	11
Mgl2	1	0	1
Rplp2	3198	3022	176
Dnajb11	63	47	16
Fopnl	133	90	43
Dnajb13	2	1	1
Ldha	421	362	59
Dnajb12	14	10	4
Rplp0	5452	4471	981
Ldhb	521	415	106
Rplp1	4353	4101	252
Dnajb14	47	22	25
RP23-403O8.1	1	1	0
RP23-405O11.1	23	23	0
Ttll7	28	1	27
Ttll4	9	0	9
Ttll5	12	0	12
Dmtn	5	1	4
Ttll3	9	0	9
Mgmt	5	2	3
Rpl18a	5028	4910	118
Ttll1	78	54	24
Rbck1	70	31	39
Slco4a1	1	1	0
Appl1	88	8	80
Appl2	6	1	5
Hddc2	65	55	10
Nipa1	15	13	2
Nipa2	35	19	16
Hddc3	23	13	10
RP23-403O15.4	58	58	0
